Review Text,Review Date,Helpful Votes,Verified Purchase,Imp_Words,Sentiment,Sentiment Score,Positive_Sentence_Count,Negative_Sentence_Count,Neutral_Sentence_Count,Reliability,Review_Length
"Got used old damaged dumbbells

Though set for replacement with fresh item , still recieved more damaged old item",Reviewed in India on 13 May 2025,0,Yes,11,NEGATIVE,-0.85,0,2,0,RELIABLE,19
"Good thing is it's price, quality is also ok",Reviewed in India on 19 October 2024,0,Yes,6,POSITIVE,0.367,2,0,1,RELIABLE,9
"Not of super great quality but then cost is justified too
Hope it serves for a year.. if not will come back and change my review",Reviewed in India on 15 September 2024,0,Yes,12,NEGATIVE,-0.15,0,2,2,UNRELIABLE,26
"This product is good will do the needful. Will be useful ,need not be conventional cast iron only .value for money.",Reviewed in India on 22 June 2024,4,Yes,10,POSITIVE,0.4,2,0,1,RELIABLE,21
Value for money,Reviewed in India on 25 September 2024,10,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
"Wonderful product, worth the money paid! The dumbbells are superb, sturdy & looks durable if handled well. The moulding is fantastic & looks like cast iron because of the black (Hexa) color. It has a solid grip & is non-slippery. The 2 kg each I bought is accurate in weight! Thank you Amazon for this Home brand product at the most reasonable price! Go for it folks without bothering about the negative comments! A must-buy if you are a health freak!",Reviewed in India on 27 August 2024,0,Yes,42,POSITIVE,0.822,9,0,0,RELIABLE,81
using on regular basis,Reviewed in India on 20 August 2024,0,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,4
"Easily cracked without stroke.
Longibity is short life.",Reviewed in India on 25 September 2024,11,Yes,6,NEGATIVE,-0.8,0,2,0,RELIABLE,8
One is almost 5 kilos and another one is 260grams more than 5 kilos,Reviewed in India on 14 July 2024,0,Yes,7,NEUTRAL,0.0,0,0,1,UNRELIABLE,14
but it will easy dust,Reviewed in India on 11 August 2024,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,5
Good product,Reviewed in India on 11 February 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
they have sand in it and won't last long if not taken care properly,Reviewed in India on 27 January 2025,0,Yes,5,NEUTRAL,-0.067,1,1,1,UNRELIABLE,14
Accurate weight . Comfort grip . Sturdy construction . Beginners must try it .,Reviewed in India on 15 January 2025,0,Yes,7,POSITIVE,0.75,4,0,0,RELIABLE,14
"The towel is very nice. It is absorbent, convenient and the size is really perfect. I recommend anyone to purchase this, it's a good product.",Reviewed in India on 31 May 2025,2,Yes,10,POSITIVE,0.833,3,0,0,RELIABLE,25
After bath leaves rashes of cotton fabric on body,Reviewed in India on 26 November 2024,0,Yes,7,NEGATIVE,-0.7,0,2,0,RELIABLE,9
Good quality and soft.,Reviewed in India on 28 May 2025,0,Yes,3,POSITIVE,0.2,1,1,1,UNRELIABLE,4
Nice Fabric,Reviewed in India on 16 May 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
Poor quality material sent by shop keeper. I strongly recommend Amazon cancel his license to sell on Amazon.,Reviewed in India on 30 May 2025,0,Yes,11,NEGATIVE,-0.85,0,2,0,RELIABLE,18
Product is not good as shown in pictures. As per other products in same price range trident have good quality but not a primium product,Reviewed in India on 14 October 2024,0,Yes,17,NEUTRAL,-0.1,1,3,0,UNRELIABLE,25
Product is very good ...soft and value for money,Reviewed in India on 18 May 2025,0,Yes,7,POSITIVE,0.6,3,0,0,RELIABLE,9
"Pretty nice towel,but you should give it a good wash before using it ,water absorption is also very good,with it's pretty good size .full value for money",Reviewed in India on 20 May 2025,0,Yes,17,POSITIVE,0.6,5,0,0,RELIABLE,27
Best quality,Reviewed in India on 5 May 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
Good quality in this price range,Reviewed in India on 1 May 2025,0,Yes,5,POSITIVE,0.2,1,1,1,UNRELIABLE,6
Gud quality and gud colour...💜 Worth for the money ✨✌🏻,Reviewed in India on 26 April 2025,0,Yes,7,POSITIVE,0.6,3,0,0,RELIABLE,10
"Let’s be honest—there are a lot of towels out there that look nice but barely dry anything. This one’s different. It’s long, properly absorbent, and actually does what a towel is supposed to do. No gimmicks, no fake fluff. Just a solid, reliable towel in a sea of overpriced scams. Glad I found it.",Reviewed in India on 1 June 2025,0,Yes,28,POSITIVE,0.514,5,1,1,RELIABLE,54
"There are some threads which are open but I cut them with scissors. Considering that received it for a discounted price at around Rs.400/-.

Its pretty light weight and thin. The fur of the towel stays intact and doesnt stick on skin.",Reviewed in India on 26 March 2025,0,Yes,18,POSITIVE,0.45,3,0,1,RELIABLE,42
Quality is good but it's small one so if you are looking for big go for sth else,Reviewed in India on 24 May 2025,0,Yes,11,NEUTRAL,0.0,1,1,0,UNRELIABLE,18
The quality of the material is good but not that much of the other brands,Reviewed in India on 30 March 2025,0,Yes,8,NEGATIVE,-0.133,1,2,0,UNRELIABLE,15
Width is less,Reviewed in India on 22 March 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
Packaging was not proper otherwise the product is good,Reviewed in India on 18 March 2025,0,Yes,5,NEGATIVE,-0.3,0,1,1,RELIABLE,9
Good quality,Reviewed in India on 24 March 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
Gud I like dat.,Reviewed in India on 29 April 2025,0,Yes,2,POSITIVE,0.133,1,1,1,UNRELIABLE,4
Excellent experience,Reviewed in India on 2 June 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
Oeko TeX towel,Reviewed in India on 13 March 2025,0,Yes,3,POSITIVE,0.333,1,1,1,RELIABLE,3
Expected quality,Reviewed in India on 29 May 2025,0,Yes,1,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
Very nice fabric . Soft and same colour.,Reviewed in India on 13 May 2025,0,Yes,6,POSITIVE,0.4,2,0,1,RELIABLE,8
Highly absorbent and fast colour,Reviewed in India on 17 May 2025,0,Yes,4,POSITIVE,0.4,2,0,1,RELIABLE,5
Super quilty product,Reviewed in India on 8 May 2025,0,Yes,3,POSITIVE,0.133,1,1,1,UNRELIABLE,3
Very good product,Reviewed in India on 9 May 2025,0,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
"Very good quality. Soft, durable as the product is thick",Reviewed in India on 9 February 2025,0,Yes,7,POSITIVE,0.25,2,1,1,RELIABLE,10
This is not so good as showing,Reviewed in India on 25 March 2025,0,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,7
Good product,Reviewed in India on 4 May 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
It is awesome product. Go for it.,Reviewed in India on 26 April 2025,0,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,7
Silky smooth… good absorption,Reviewed in India on 3 February 2025,0,Yes,4,POSITIVE,0.4,2,0,1,RELIABLE,4
Nice product,Reviewed in India on 29 January 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
"worth the money, good towel absorbs water quickly",Reviewed in India on 21 January 2025,0,Yes,6,POSITIVE,0.4,2,0,1,RELIABLE,8
Very nice product,Reviewed in India on 26 April 2025,0,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
Not as expected,Reviewed in India on 8 March 2025,0,Yes,0,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
Very good quality,Reviewed in India on 22 January 2025,0,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
"Good towel and dries quickly, but the colour of the towel is completely changed after 1 month. Ordered a gray and now it's almost half orange.",Reviewed in India on 2 June 2025,0,Yes,14,NEUTRAL,-0.1,2,2,0,UNRELIABLE,26
The quality is decent enough. Should have been a little cheaper,Reviewed in India on 20 February 2025,0,Yes,5,NEGATIVE,-0.2,1,2,0,UNRELIABLE,11
Superb and best vath towel... It make dry yout body quickly....,Reviewed in India on 9 April 2025,0,Yes,8,POSITIVE,0.267,2,2,2,RELIABLE,11
"Trident product was super I like the towel but only think we should follow we can't wash it detergent and never dry in sunlight your towel will remain actuall condition for years. Trident towel are super good
I suggest everyone if you want to buy towel buy only trident",Reviewed in India on 6 March 2025,0,Yes,21,POSITIVE,0.222,3,3,3,RELIABLE,49
Softness is good,Reviewed in India on 30 December 2024,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
Overall nice experience with the towel is quite comfortable. It is like a water absorbing. I love this one and one more thing. If do something make it a little bit big that’s all but I love this one overall it’s nice easy to carry comfortable also not that much heavy,Reviewed in India on 19 October 2024,0,Yes,26,POSITIVE,0.24,5,5,5,RELIABLE,51
Quality of towel is good according the price,Reviewed in India on 22 December 2024,0,Yes,5,POSITIVE,0.267,1,1,1,RELIABLE,8
Soft and good comfort...name says it all 👍🏼,Reviewed in India on 5 April 2025,0,Yes,4,POSITIVE,0.2,1,1,1,UNRELIABLE,8
Best Quality of product.,Reviewed in India on 20 April 2025,0,Yes,4,POSITIVE,0.267,1,1,1,RELIABLE,4
this towel is soft and long size,Reviewed in India on 19 December 2024,0,Yes,4,POSITIVE,0.267,1,1,1,RELIABLE,7
"this towel is shedding lots of fibers /pieces of threads.......moreover these get scattered on the bathroom floor...needs repeated floor mopping....
......believed product from TRIDENT will be best quality....but very disappointed....",Reviewed in India on 27 April 2025,0,Yes,18,NEGATIVE,-0.267,3,3,3,RELIABLE,30
Quality is good at this price range.,Reviewed in India on 18 December 2024,0,Yes,5,POSITIVE,0.267,1,1,1,RELIABLE,7
Not thick. Does not absorb water readily.,Reviewed in India on 21 May 2025,0,Yes,3,NEGATIVE,-0.233,2,2,2,RELIABLE,7
Rather thin. But Could be more guff and thick. Needs to more softer after wash.,Reviewed in India on 29 November 2024,0,Yes,9,NEGATIVE,-0.156,3,3,3,UNRELIABLE,15
Absorbs water from hair. Feels too much weight after soaking in water. Just okay product.,Reviewed in India on 21 January 2025,0,Yes,12,NEUTRAL,-0.044,3,3,3,UNRELIABLE,15
"I think this is not 450 GSM , it is very thin .
Rest are good Quality",Reviewed in India on 22 November 2024,0,Yes,6,NEUTRAL,0.067,2,2,2,UNRELIABLE,17
the quality of product is average. You can get better product for less price in amazon itself. like amazon 500 gsm towel,Reviewed in India on 12 January 2025,0,Yes,15,NEUTRAL,-0.044,3,3,3,UNRELIABLE,22
Quality is very good,Reviewed in India on 19 November 2024,0,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,4
The quality is better than i've expected. I will buy again,Reviewed in India on 14 March 2025,0,Yes,3,POSITIVE,0.2,2,2,2,UNRELIABLE,11
Great product,Reviewed in India on 27 March 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
"Poor quality
Colour is dull",Reviewed in India on 3 May 2025,0,Yes,4,NEGATIVE,-0.233,2,2,2,RELIABLE,5
Expected a better quality. Same trident brand i received earlier was very good. This one is not to that standard. But ok.,Reviewed in India on 12 October 2024,0,Yes,12,NEUTRAL,-0.033,4,4,4,UNRELIABLE,22
Nice quality soak very well and soft febric,Reviewed in India on 16 March 2025,0,Yes,6,POSITIVE,0.333,1,1,1,RELIABLE,8
Bad quality. Wrong GSM too. It’s light towal not good soaking water.,Reviewed in India on 26 April 2025,0,Yes,10,NEUTRAL,0.0,0,0,1,UNRELIABLE,12
Little bit lighter in weight,Reviewed in India on 12 November 2024,0,Yes,5,POSITIVE,0.4,1,0,1,RELIABLE,5
Nice to use,Reviewed in India on 20 March 2025,0,Yes,1,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
Good quality material. Comfortable for everyday use.,Reviewed in India on 13 March 2025,0,Yes,7,POSITIVE,0.467,2,0,1,RELIABLE,7
Could have been thicker. You get much better quality offline at stores.,Reviewed in India on 13 October 2024,0,Yes,7,POSITIVE,0.4,1,0,0,RELIABLE,12
"Not at all good.When I washed the towel before using it, all the threads started coming out.have ordered २ towels and facing same issue with both the towels.",Reviewed in India on 15 March 2025,0,Yes,11,NEUTRAL,0.0,0,0,0,UNRELIABLE,28
Good n soft,Reviewed in India on 18 March 2025,0,Yes,3,POSITIVE,0.4,1,0,1,RELIABLE,3
"High quality, soft. Happy using it.",Reviewed in India on 16 March 2025,0,Yes,4,POSITIVE,0.467,2,0,1,RELIABLE,6
Very good quality .It is shaft and easy to wash,Reviewed in India on 2 March 2025,0,Yes,5,POSITIVE,0.467,2,0,1,RELIABLE,10
Material color quality is good dries quickly,Reviewed in India on 26 October 2024,0,Yes,6,POSITIVE,0.467,2,0,1,RELIABLE,7
Good Product & Original Quality,Reviewed in India on 23 October 2024,2,Yes,4,POSITIVE,0.467,2,0,1,RELIABLE,5
Okay for the price,Reviewed in India on 18 October 2024,0,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,4
Overall product is good but it was delivered to my door with a poor quality packaging. The packet can be open by anyone and can open and use it so there is a trust issue that's why I have to returned it and also there were no tag on the body of the towel.,Reviewed in India on 1 February 2025,0,Yes,21,POSITIVE,0.6,1,0,0,RELIABLE,54
"The packaging was nice, and the towel looked decent at first glance. It felt fine during use, but after the first wash, it shed an excessive amount of lint, ruining the other clothes in the washing machine. Quite disappointed with the quality.",Reviewed in India on 20 February 2025,0,Yes,26,POSITIVE,0.3,1,0,1,RELIABLE,42
Make color permanent or longer . It's short in first wash gone9,Reviewed in India on 29 September 2024,0,Yes,7,NEUTRAL,0.0,0,0,1,UNRELIABLE,12
Writing this review after 15 days of use and the product I received is good. Absorbs water and softness. Got it at good price in freedom sale.,Reviewed in India on 4 September 2024,0,Yes,15,POSITIVE,0.6,3,0,0,RELIABLE,27
Good product,Reviewed in India on 14 October 2024,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
Soft and comfortable. Large size. Good washability. Colour is as expected from photo.,Reviewed in India on 23 February 2025,0,Yes,9,POSITIVE,0.667,3,0,0,RELIABLE,13
The towel is neither large nor thick as advertised. Towel is very thin and not fluffy. Color is good. Returned without using,Reviewed in India on 3 March 2025,2,Yes,10,POSITIVE,0.2,1,0,1,UNRELIABLE,22
"I recently purchased the Trident 100% Cotton Towels, and I couldn't be happier! These towels are incredibly soft and absorbent, making my post-bath experience luxurious. The quality of the cotton is evident, as they dry quickly and maintain their plushness after multiple washes. I also love the variety of colors available, which adds a nice touch to my bathroom decor. The size is perfect, providing ample coverage without being overly bulky. Overall, I highly recommend these towels for anyone looking to elevate their bath routine!",Reviewed in India on 8 October 2024,2,Yes,45,POSITIVE,0.333,1,1,1,RELIABLE,85
"Nice towel, wraps around a 45 inch easily, dries quicker, absorbs nice , not excellent, but nice, maybe worth 300 at the most, not 400 for sure",Reviewed in India on 20 July 2024,0,Yes,16,POSITIVE,0.2,1,1,1,UNRELIABLE,27
Actual colour not received low quality material,Reviewed in India on 4 March 2025,0,Yes,5,NEGATIVE,-0.333,1,1,1,RELIABLE,7
This product is good.But seller of 2nd product is suitable for customer. Product was out of stock but sent other.he is defaulter punishment is given to me. I returned product.my money will be returned after long time.My view is that hard punishment should be given to seller.,Reviewed in India on 25 August 2024,0,Yes,24,NEUTRAL,0.0,1,1,1,UNRELIABLE,47
Used it for 8 months. At the starting there was a lot of fabric coming out but after few months its good.,Reviewed in India on 23 July 2024,0,Yes,12,POSITIVE,0.2,1,1,1,UNRELIABLE,22
"Length is okay only, product quality is not good, the very next day threads coming out, water absorptions is good, color quality and material is not good, Will not suggest.",Reviewed in India on 13 February 2025,0,Yes,18,NEUTRAL,0.067,1,1,1,UNRELIABLE,30
"After a few months, it developed holes.",Reviewed in India on 3 November 2024,0,Yes,4,NEGATIVE,-0.333,1,1,1,RELIABLE,7
"Towel ki quality pasand nahi aayi. Kapda na zyada soft hai, na hi absorbent. Is price mein better mil jata. 1 star.",Reviewed in India on 16 May 2025,0,Yes,17,NEGATIVE,-0.333,1,1,1,RELIABLE,22
"You won’t exactly get the taste and feel of a mayo because this vegan mayo is nut and seed based. However it does serve the same purpose and works very well in my sandwiches and sometimes a salad as well. Its has no additives or preservatives and is super healthy. Strikes a good balance between health, taste and functionality",Reviewed in India on 14 May 2025,14,Yes,29,POSITIVE,0.2,1,1,1,UNRELIABLE,59
"I really loved Boombay Sweet Mustard, so I was excited to try this. However, it was pretty bad tasting. First it hasn't emulsified, so when you open the jar, it is split and curdled looking. I gave it a good shake, and that helped somewhat. But the flavor is really unbalanced. It has a strong garlic flavor, but nothing else. It needs salt and seasonings to balance it. The overall recipe needs a lot of work. I like the concept, but it just needs to be improved. It is inedible in this form. I tried in a sandwich, and the whole sandwich was put in the bin because of the mayo. I did use it to make a dressing, and I was able to add ingredients with it to make a decent dressing, but it took a lot of work tweaking the flavors. So as a mayo, it isn't edible. But as a base to make a dressing or sauce, it has potential depending on your cooking abilities. If you don't want to spend the time making your own creation, then I would not bother buying this product.",Reviewed in India on 16 December 2023,0,Yes,69,NEUTRAL,-0.0,1,1,1,UNRELIABLE,188
"it contains soo much oil that when I open the bottle oil was floating....
taste is not good not liked by my kids",Reviewed in India on 16 February 2025,0,Yes,9,NEGATIVE,-0.333,1,1,1,RELIABLE,23
"The flavour is very pungent
The garlic flavour is too strong",Reviewed in India on 28 May 2025,0,Yes,7,NEGATIVE,-0.2,1,1,1,UNRELIABLE,11
I was honestly surprised by how flavourful this mayo is. The garlic comes through beautifully without being overpowering. Used it in a sandwich and as a dip. Loved the flavour.,Reviewed in India on 20 May 2025,0,Yes,14,POSITIVE,0.333,1,1,1,RELIABLE,30
I finally found an eggless garlic mayo that didn’t have too many preservatives or chemicals. I run out of the bottle so quickly because it pairs well with so many things!,Reviewed in India on 2 February 2025,0,Yes,18,POSITIVE,0.333,1,1,1,RELIABLE,31
The item was runny and tasted nothing like mayo. Not for me !!,Reviewed in India on 14 March 2025,0,Yes,5,NEGATIVE,-0.333,1,1,1,RELIABLE,13
"This was just odd, it was a hybrid/half breed between a Tahini and some other sauce. Not sure why it was sour even. If they sold this as a Garlic Tahini- maybe it would make some sense, but it's definitely not a mayo.",Reviewed in India on 26 March 2024,0,Yes,18,NEGATIVE,-0.3,1,1,1,RELIABLE,43
Don't buy this product it's absolutely waste of money,Reviewed in India on 2 June 2025,0,Yes,5,NEGATIVE,-0.333,1,1,1,RELIABLE,9
"I usually use a lot of vegan alternatives, but this one is just weird tasting. Would much rather just make any fresh chutney than use this strange tasting vegan mayo.",Reviewed in India on 23 January 2025,0,Yes,17,NEGATIVE,-0.2,1,1,1,UNRELIABLE,30
"The flavor is excellent and pairs well with both bread and chapati. I enjoy the taste, as the garlic is well-balanced and doesn’t overpower the other ingredients.",Reviewed in India on 10 October 2024,0,Yes,12,POSITIVE,0.333,1,1,1,RELIABLE,27
It’s very oily and salty.. taste is not good,Reviewed in India on 9 June 2024,0,Yes,5,NEGATIVE,-0.2,1,1,1,UNRELIABLE,9
It's weird salty garlicky taste and too much oil.....watery split consistency...and tastes horrible....regret buying....,Reviewed in India on 26 August 2023,0,Yes,13,NEUTRAL,0.0,0,0,0,UNRELIABLE,14
"The taste was too garlicky.
Wasn't good",Reviewed in India on 16 August 2023,0,Yes,4,NEUTRAL,0.0,0,0,0,UNRELIABLE,7
I ordered 2 bottle of mayonese and they are both spoilt. The oil has split and can be seen separately. Please have the item picked up,Reviewed in India on 16 April 2024,0,Yes,9,NEUTRAL,0.0,0,0,0,UNRELIABLE,26
The best healthy option for mayonnaise. Very tasty. Everyone in the family loves it. Goes well as a dip and spread both.,Reviewed in India on 5 March 2023,0,Yes,12,NEUTRAL,0.0,0,0,0,UNRELIABLE,22
Good product no refrigeration needed,Reviewed in India on 29 January 2024,0,Yes,3,NEUTRAL,0.0,0,0,0,UNRELIABLE,5
Not at all tasty..too tangy with strong garlic taste..will not recommend,Reviewed in India on 23 March 2024,0,Yes,8,NEUTRAL,0.0,0,0,0,UNRELIABLE,11
Taste was very bad,Reviewed in India on 30 May 2024,0,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,4
worst mayo..dont buy it. full of oil...not recommended. q q q q q q q q q q q q q q q q q q q q ww w w w w w w,Reviewed in India on 30 October 2024,0,No,33,NEUTRAL,0.0,0,0,0,UNRELIABLE,35
I like the quality,Reviewed in India on 21 May 2025,0,Yes,1,NEUTRAL,0.0,0,0,1,UNRELIABLE,4
"Nicely built, good finish, easy to use.",Reviewed in India on 24 October 2024,0,Yes,4,NEUTRAL,0.0,0,0,0,UNRELIABLE,7
Quality and size of file is good,Reviewed in India on 17 May 2025,0,Yes,5,NEUTRAL,0.0,0,0,0,UNRELIABLE,7
Good quality,Reviewed in India on 22 April 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,2
Cover is thick and colours pleasing,Reviewed in India on 5 May 2025,0,Yes,3,NEUTRAL,0.0,0,0,0,UNRELIABLE,6
Not enough space,Reviewed in India on 12 February 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
Easy to use and sturdy,Reviewed in India on 5 October 2024,0,Yes,2,NEUTRAL,0.0,0,0,0,UNRELIABLE,5
standard stationery. files where housewives with small families store their vital documents,Reviewed in India on 5 May 2025,0,Yes,9,NEUTRAL,0.0,0,0,0,UNRELIABLE,12
Best for documents. File cover is best at quality,Reviewed in India on 3 August 2024,0,Yes,8,NEUTRAL,0.0,0,0,0,UNRELIABLE,9
Missing files ..only 2 files got instead of 4,Reviewed in India on 7 July 2024,0,Yes,5,NEUTRAL,0.0,0,0,0,UNRELIABLE,9
"Good picture and sound quality. Only installation get delayed for some reasons but, who came for fixing did properly. For the fixing stand cost was extra 2300 it's too higher compared with other chanel partners.",Reviewed in India on 28 May 2025,0,Yes,20,NEUTRAL,0.0,0,0,0,UNRELIABLE,35
"I bought 55"" tv but faced display issue within 5 months. Product quality is ok (not good or not bad) but reliability is a concern.
Company service is extremely slow and pathetic as entire process of replacement is taking more than 25 days. (Still I have not received my replacement product) (complaint raised on 7th March 2025 and today is 5th April 2025)

Customer support is the worst in the market as no follow up Or courtesy from their end. I have called their customer support number n number of times but they dont pick any of the call.

I have called on their service person number but it is no use 90% of the time either he didnt pick your call or if he picked they only gives you false communications like ( aaj ayega pc, kal ayega , aa gaya hai, aj lagwa dunga kind if bakwaas )

My suggestion is rather than going for this cheap model by seeing price and features, it is better to go for reliable brands like LG and Samsung. (My previous model was LG 43"" LED which I have used over 12 years)

NOTE - DO NOT BUY THIS CRAP..",Reviewed in India on 19 March 2025,79,Yes,98,NEUTRAL,0.0,0,0,0,UNRELIABLE,198
"A very good product worth the money paid

1. Reasonably well made product , good fit and finish though the plastic finish doesn't look as good as of some other expensive brands.
2. Picture quality good. To evaluate the performance, you should watch any 4 K or 8K demonstration videos . You will be surprised with the clarity and colour.
3. Sound quality is a let down but for this price range you cant complain.
4. Nothing much to write about but there are a lot of settings that can be done if one has the patience to go through the settings menu.
5. Installation was a disaster. It was scheduled for the day after I received the TV. No one turned up. I tried calling the number at least twenty times, no response, the next day i got a mail that it was reported that i was not in station and so installation could not be done , a blatant lie and so installation was postponed to after two days. This was repeated another two times . I would have called the number more than a 100 times no response. Finally after a week I decided to install the tv myself and found the process very easy but should have a very fast internet connection. The next day the technician called , I told him to get lost. Then he wanted me to share the OTP number with him , gave him a piece of my mind. The seller should really look out for some other vendor for the installation process. All this time I was in contact with the customer service who turned up to be very helpful.
Other than the installation it was a really good experience.",Reviewed in India on 19 March 2025,25,Yes,128,NEUTRAL,0.03,5,4,1,UNRELIABLE,290
"I bought TCL 75 inches 4K UHD LED TV after lot of research on specifications and price bargain.

This TV is really a catch @ Rs 69,990 when I bought in December 2023. Great deal on 75 inches TV. Thanks to TCL.

Moreover, the colours and brightness and viewing pleasure is really very satisfactory.

I was dreaming to buy Mini LED TV but it was very costly and out of my budget. So I closed down on this great value for money deal on TCL 75 inches giant screen TV at an amazing price tag of Rs 69,990.

Sound is 30W RMS. It's really crystal clear and very good to listen each minute audio detail. I have a soundbar but now no need to use it as the TV sound is almost like a soundbar and it's powerful.

TV has got HDMI eARC connectivity. I am using soundbar as well as Sony wireless headphone L600 - both with eARC connectivity. So it was super easy to connect my soundbar as well as wireles headphone with TCL TV seamlessly.

The remote controller unit is also very nice. It's bit slim and long which looks different from other brands and easy to handle. All required shortcut buttons are given.

It's a Google TV. So supports Google voice search.

We are very happy on our decision to buy TCL 75 inches 4K UHD TV.

I hope this TV will serve us for few years to come without any technical problems. I will post my post use feedback soon in next year 2024.

Thank you.",Reviewed in India on 31 December 2023,226,Yes,152,POSITIVE,0.386,12,1,1,RELIABLE,261
It is nice. Value for money,Reviewed in India on 20 May 2025,0,Yes,4,POSITIVE,0.75,2,0,0,RELIABLE,6
Awesome tv…go for it,Reviewed in India on 20 May 2025,138,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,4
"We bought the TV 3 months back. In a month, the TV started getting hanged and did not work smoothly. Even after following all the instructions, the problem didn't get solved. Also the after service of the company is pathetic. When we asked to replace the product, they denied and did made reasons like technician will come and check the product. It's been more than 20 days we are trying to reach th but no one is responding to our complaint. Also the customer care number that is mentioned is of no use as no one answered or addressed our complaint.
There is Lag, poor picture quality before the TV started getting hanged. And now TV is not working at all. It's stuck on TCL logo and keeping getting restart, doesn't go ahead of it.
Never buy or go for TCL products as they don't respond or replace the product even when it's in the warranty period.

Just because it's less price, don't buy it as money gets wasted. Better to put extra and buy another brand.",Reviewed in India on 15 January 2025,0,Yes,69,NEGATIVE,-0.25,0,14,0,RELIABLE,177
Very nice ☺️,Reviewed in India on 13 May 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
Colours are dull. The brightness is not too good either. Price is good but I would not recommend,Reviewed in India on 30 May 2025,0,Yes,8,NEGATIVE,-0.3,0,3,1,RELIABLE,18
"It's, very gud",Reviewed in India on 27 April 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
Didn’t support arc mode,Reviewed in India on 22 May 2025,2,Yes,2,NEGATIVE,-0.8,0,1,0,RELIABLE,4
It's too good,Reviewed in India on 16 April 2025,0,Yes,2,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
"Provided software / Mother board defective TV. TCL later replaced with new TV .

Amazon and Seller made a mess. Thumbs up for TCL !!!",Reviewed in India on 26 March 2025,4,Yes,17,POSITIVE,0.15,2,2,0,UNRELIABLE,25
30 तारीख को प्रोडक्ट मिला आज 5 तारीख हो गई है अभी तक इंस्टॉलेशन नहीं हुआ,Reviewed in India on 5 May 2025,4,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,16
టీవీ సూపర్ గా టి సి ఎల్ టి చాలా బాగుంది 👌👌👌👌,Reviewed in India on 2 April 2025,4,Yes,0,NEUTRAL,0.0,0,0,1,UNRELIABLE,10
If I talk about the product then it’s the best at this price. But I am giving 5 stars because they didn’t provide me installation service even after my multiple request they keep on postponing the service and I have to mange it by myself at my own cost.,Reviewed in India on 28 February 2025,0,Yes,19,NEUTRAL,-0.033,3,6,0,UNRELIABLE,49
"As expected it fullfill the required need of a big screen don't expect so much from this tv at this price point does the job pretty well
make sure to adjust the setting for best viewing experience
if you want loud speaker this tv is not for you it's pretty average",Reviewed in India on 21 May 2025,0,Yes,27,NEUTRAL,-0.022,2,6,1,UNRELIABLE,51
I will not say too much only I will say this is just awesome sounds and picture quality are just excellent,Reviewed in India on 13 April 2025,0,Yes,10,POSITIVE,0.7,5,0,0,RELIABLE,21
"Product is too good. It's remote is very handy even more that amazon fire stick remote. Picture quality is also very good. One thing is not available is it is a google tv and Google apps like gmail, calendar is not available",Reviewed in India on 12 February 2025,0,Yes,28,POSITIVE,0.467,5,1,0,RELIABLE,42
Value for money,Reviewed in India on 23 February 2025,0,Yes,3,NEUTRAL,0.0,0,0,1,UNRELIABLE,3
"Product is good and delivery also good but installation is very poor,There was a lot of trouble with the installation",Reviewed in India on 5 March 2025,0,Yes,13,POSITIVE,0.15,3,3,0,UNRELIABLE,20
